Player,Tm,2025-26,Rk,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
Marvin Bagley III,DAL,"$2,296,274 ",186.0,26.0,DAL,PF,3.0,0.0,69.0,13.0,25.0,0.52,1.0,2.0,0.5,12.0,23.0,0.522,0.54,5.0,13.0,0.385,12.0,12.0,24.0,4.0,2.0,4.0,1.0,6.0,32.0,0.0,,baglema01
Amir Coffey,PHO,"$2,296,274 ",391.0,28.0,2TM,SG,32.0,2.0,298.0,31.0,66.0,0.47,9.0,31.0,0.29,22.0,35.0,0.629,0.538,16.0,19.0,0.842,8.0,25.0,33.0,14.0,4.0,3.0,5.0,19.0,87.0,0.0,,coffeam01
Amir Coffey,PHO,"$2,296,274 ",391.0,28.0,MIL,SG,30.0,2.0,265.0,26.0,55.0,0.473,7.0,25.0,0.28,19.0,30.0,0.633,0.536,13.0,15.0,0.867,6.0,20.0,26.0,11.0,3.0,3.0,4.0,14.0,72.0,0.0,,coffeam01
Amir Coffey,PHO,"$2,296,274 ",391.0,28.0,PHO,SG,2.0,0.0,33.0,5.0,11.0,0.455,2.0,6.0,0.333,3.0,5.0,0.6,0.545,3.0,4.0,0.75,2.0,5.0,7.0,3.0,1.0,0.0,1.0,5.0,15.0,0.0,,coffeam01
Keon Ellis,CLE,"$2,301,587 ",268.0,26.0,2TM,SG,47.0,5.0,841.0,90.0,227.0,0.396,58.0,159.0,0.365,32.0,68.0,0.471,0.524,21.0,34.0,0.618,17.0,51.0,68.0,33.0,53.0,25.0,25.0,75.0,259.0,0.0,,elliske01
Keon Ellis,CLE,"$2,301,587 ",268.0,26.0,SAC,SG,43.0,5.0,758.0,83.0,209.0,0.397,53.0,144.0,0.368,30.0,65.0,0.462,0.524,20.0,32.0,0.625,15.0,40.0,55.0,26.0,46.0,22.0,21.0,69.0,239.0,0.0,,elliske01
Keon Ellis,CLE,"$2,301,587 ",268.0,26.0,CLE,SG,4.0,0.0,83.0,7.0,18.0,0.389,5.0,15.0,0.333,2.0,3.0,0.667,0.528,1.0,2.0,0.5,2.0,11.0,13.0,7.0,7.0,3.0,4.0,6.0,20.0,0.0,,elliske01
Vince Williams Jr.,UTA,"$2,301,587 ",247.0,25.0,2TM,PG,38.0,12.0,789.0,101.0,281.0,0.359,53.0,169.0,0.314,48.0,112.0,0.429,0.454,37.0,46.0,0.804,38.0,111.0,149.0,161.0,28.0,16.0,67.0,76.0,292.0,0.0,,willivi01
Vince Williams Jr.,UTA,"$2,301,587 ",247.0,25.0,MEM,PG,34.0,12.0,736.0,93.0,264.0,0.352,49.0,159.0,0.308,44.0,105.0,0.419,0.445,37.0,46.0,0.804,34.0,102.0,136.0,150.0,27.0,14.0,63.0,71.0,272.0,0.0,,willivi01
Vince Williams Jr.,UTA,"$2,301,587 ",247.0,25.0,UTA,SG,4.0,0.0,53.0,8.0,17.0,0.471,4.0,10.0,0.4,4.0,7.0,0.571,0.588,0.0,0.0,,4.0,9.0,13.0,11.0,1.0,2.0,4.0,5.0,20.0,0.0,,willivi01
Vit Krejci,POR,"$2,349,578 ",157.0,25.0,2TM,PG,52.0,8.0,1159.0,165.0,356.0,0.463,112.0,273.0,0.41,53.0,83.0,0.639,0.621,31.0,41.0,0.756,23.0,85.0,108.0,80.0,42.0,16.0,32.0,119.0,473.0,0.0,,krejcvi01
Vit Krejci,POR,"$2,349,578 ",157.0,25.0,ATL,PG,46.0,8.0,1028.0,143.0,308.0,0.464,101.0,239.0,0.423,42.0,69.0,0.609,0.628,27.0,36.0,0.75,19.0,78.0,97.0,68.0,37.0,13.0,30.0,108.0,414.0,0.0,,krejcvi01
Vit Krejci,POR,"$2,349,578 ",157.0,25.0,POR,PG,6.0,0.0,131.0,22.0,48.0,0.458,11.0,34.0,0.324,11.0,14.0,0.786,0.573,4.0,5.0,0.8,4.0,7.0,11.0,12.0,5.0,3.0,2.0,11.0,59.0,0.0,,krejcvi01
Xavier Tillman Sr.,CHO,"$2,546,675 ",448.0,27.0,2TM,C,15.0,1.0,112.0,14.0,31.0,0.452,3.0,15.0,0.2,11.0,16.0,0.688,0.5,0.0,0.0,,10.0,15.0,25.0,5.0,6.0,2.0,5.0,9.0,31.0,0.0,,tillmxa01
Xavier Tillman Sr.,CHO,"$2,546,675 ",448.0,27.0,BOS,C,14.0,1.0,111.0,14.0,31.0,0.452,3.0,15.0,0.2,11.0,16.0,0.688,0.5,0.0,0.0,,10.0,15.0,25.0,5.0,6.0,2.0,5.0,9.0,31.0,0.0,,tillmxa01
Xavier Tillman Sr.,CHO,"$2,546,675 ",448.0,27.0,CHO,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,tillmxa01
Kobe Brown,IND,"$2,654,880 ",376.0,26.0,2TM,PF,36.0,1.0,342.0,38.0,93.0,0.409,14.0,51.0,0.275,24.0,42.0,0.571,0.484,22.0,28.0,0.786,22.0,44.0,66.0,31.0,10.0,2.0,17.0,23.0,112.0,0.0,,brownko01
Kobe Brown,IND,"$2,654,880 ",376.0,26.0,LAC,PF,34.0,0.0,295.0,33.0,84.0,0.393,13.0,49.0,0.265,20.0,35.0,0.571,0.47,21.0,26.0,0.808,18.0,35.0,53.0,27.0,9.0,2.0,15.0,16.0,100.0,0.0,,brownko01
Kobe Brown,IND,"$2,654,880 ",376.0,26.0,IND,PF,2.0,1.0,47.0,5.0,9.0,0.556,1.0,2.0,0.5,4.0,7.0,0.571,0.611,1.0,2.0,0.5,4.0,9.0,13.0,4.0,1.0,0.0,2.0,7.0,12.0,0.0,,brownko01
AJ Johnson,DAL,"$3,090,480 ",404.0,21.0,2TM,SG,28.0,0.0,225.0,27.0,88.0,0.307,7.0,27.0,0.259,20.0,61.0,0.328,0.347,9.0,12.0,0.75,8.0,24.0,32.0,23.0,7.0,0.0,18.0,15.0,70.0,0.0,,johnsaj01
AJ Johnson,DAL,"$3,090,480 ",404.0,21.0,WAS,SG,25.0,0.0,214.0,27.0,83.0,0.325,7.0,25.0,0.28,20.0,58.0,0.345,0.367,9.0,12.0,0.75,8.0,23.0,31.0,22.0,7.0,0.0,18.0,15.0,70.0,0.0,,johnsaj01
AJ Johnson,DAL,"$3,090,480 ",404.0,21.0,DAL,SG,3.0,0.0,11.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,johnsaj01
Walter Clayton,MEM,"$3,991,320 ",229.0,22.0,2TM,PG,47.0,0.0,861.0,110.0,275.0,0.4,45.0,151.0,0.298,65.0,124.0,0.524,0.482,60.0,64.0,0.938,15.0,80.0,95.0,154.0,28.0,12.0,62.0,81.0,325.0,0.0,,claytwa01
Walter Clayton,MEM,"$3,991,320 ",229.0,22.0,UTA,PG,45.0,0.0,811.0,102.0,256.0,0.398,44.0,143.0,0.308,58.0,113.0,0.513,0.484,58.0,62.0,0.935,15.0,73.0,88.0,143.0,24.0,12.0,57.0,78.0,306.0,0.0,,claytwa01
Walter Clayton,MEM,"$3,991,320 ",229.0,22.0,MEM,PG,2.0,0.0,50.0,8.0,19.0,0.421,1.0,8.0,0.125,7.0,11.0,0.636,0.447,2.0,2.0,1.0,0.0,7.0,7.0,11.0,4.0,0.0,5.0,3.0,19.0,0.0,,claytwa01
Jared McCain,OKC,"$4,221,360 ",253.0,21.0,2TM,SG,41.0,1.0,694.0,102.0,260.0,0.392,51.0,133.0,0.383,51.0,127.0,0.402,0.49,27.0,31.0,0.871,10.0,77.0,87.0,66.0,24.0,2.0,36.0,48.0,282.0,0.0,,mccaija01
Jared McCain,OKC,"$4,221,360 ",253.0,21.0,PHI,SG,37.0,1.0,620.0,89.0,231.0,0.385,45.0,119.0,0.378,44.0,112.0,0.393,0.483,22.0,25.0,0.88,6.0,69.0,75.0,62.0,22.0,2.0,30.0,43.0,245.0,0.0,,mccaija01
Jared McCain,OKC,"$4,221,360 ",253.0,21.0,OKC,SG,4.0,0.0,74.0,13.0,29.0,0.448,6.0,14.0,0.429,7.0,15.0,0.467,0.552,5.0,6.0,0.833,4.0,8.0,12.0,4.0,2.0,0.0,6.0,5.0,37.0,0.0,,mccaija01
Jose Alvarado,NYK,"$4,500,000 ",211.0,27.0,2TM,PG,44.0,0.0,958.0,131.0,310.0,0.423,80.0,215.0,0.372,51.0,95.0,0.537,0.552,24.0,30.0,0.8,16.0,104.0,120.0,139.0,44.0,5.0,51.0,89.0,366.0,0.0,,alvarjo01
Jose Alvarado,NYK,"$4,500,000 ",211.0,27.0,NOP,PG,41.0,0.0,896.0,117.0,280.0,0.418,70.0,193.0,0.363,47.0,87.0,0.54,0.543,20.0,24.0,0.833,16.0,98.0,114.0,128.0,37.0,4.0,47.0,80.0,324.0,0.0,,alvarjo01
Jose Alvarado,NYK,"$4,500,000 ",211.0,27.0,NYK,PG,3.0,0.0,62.0,14.0,30.0,0.467,10.0,22.0,0.455,4.0,8.0,0.5,0.633,4.0,6.0,0.667,0.0,6.0,6.0,11.0,7.0,1.0,4.0,9.0,42.0,0.0,,alvarjo01
Nick Richards,CHI,"$5,000,000 ",365.0,28.0,2TM,C,31.0,2.0,320.0,45.0,91.0,0.495,2.0,3.0,0.667,43.0,88.0,0.489,0.505,29.0,41.0,0.707,42.0,66.0,108.0,9.0,7.0,19.0,31.0,49.0,121.0,0.0,,richani01
Nick Richards,CHI,"$5,000,000 ",365.0,28.0,PHO,C,28.0,2.0,254.0,35.0,71.0,0.493,0.0,0.0,,35.0,71.0,0.493,0.493,19.0,28.0,0.679,35.0,56.0,91.0,8.0,4.0,14.0,25.0,39.0,89.0,0.0,,richani01
Nick Richards,CHI,"$5,000,000 ",365.0,28.0,CHI,C,3.0,0.0,66.0,10.0,20.0,0.5,2.0,3.0,0.667,8.0,17.0,0.471,0.55,10.0,13.0,0.769,7.0,10.0,17.0,1.0,3.0,5.0,6.0,10.0,32.0,0.0,,richani01
Dalen Terry,NOP,"$5,399,118 ",370.0,23.0,2TM,SG,35.0,0.0,384.0,45.0,104.0,0.433,19.0,47.0,0.404,26.0,57.0,0.456,0.524,9.0,17.0,0.529,19.0,46.0,65.0,44.0,22.0,11.0,22.0,33.0,118.0,0.0,,terryda01
Dalen Terry,NOP,"$5,399,118 ",370.0,23.0,CHI,SG,34.0,0.0,377.0,45.0,102.0,0.441,19.0,46.0,0.413,26.0,56.0,0.464,0.534,9.0,17.0,0.529,19.0,45.0,64.0,43.0,22.0,11.0,21.0,33.0,118.0,0.0,,terryda01
Dalen Terry,NOP,"$5,399,118 ",370.0,23.0,PHI,SG,1.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,terryda01
Guerschon Yabusele,CHI,"$5,500,000 ",343.0,30.0,2TM,C,45.0,3.0,473.0,58.0,146.0,0.397,30.0,92.0,0.326,28.0,54.0,0.519,0.5,9.0,14.0,0.643,29.0,75.0,104.0,24.0,10.0,7.0,18.0,47.0,155.0,0.0,,yabusgu01
Guerschon Yabusele,CHI,"$5,500,000 ",343.0,30.0,NYK,C,41.0,0.0,366.0,42.0,107.0,0.393,20.0,68.0,0.294,22.0,39.0,0.564,0.486,8.0,12.0,0.667,24.0,63.0,87.0,18.0,6.0,5.0,15.0,36.0,112.0,0.0,,yabusgu01
Guerschon Yabusele,CHI,"$5,500,000 ",343.0,30.0,CHI,C,4.0,3.0,107.0,16.0,39.0,0.41,10.0,24.0,0.417,6.0,15.0,0.4,0.538,1.0,2.0,0.5,5.0,12.0,17.0,6.0,4.0,2.0,3.0,11.0,43.0,0.0,,yabusgu01
Cam Thomas,BRK,"$5,993,172 ",182.0,24.0,2TM,SG,27.0,8.0,640.0,141.0,346.0,0.408,43.0,130.0,0.331,98.0,216.0,0.454,0.47,100.0,117.0,0.855,9.0,40.0,49.0,79.0,4.0,2.0,53.0,32.0,425.0,0.0,,thomaca02
Cam Thomas,BRK,"$5,993,172 ",182.0,24.0,BRK,SG,24.0,8.0,582.0,123.0,308.0,0.399,38.0,117.0,0.325,85.0,191.0,0.445,0.461,91.0,108.0,0.843,9.0,34.0,43.0,74.0,4.0,2.0,48.0,31.0,375.0,0.0,,thomaca02
Cam Thomas,BRK,"$5,993,172 ",182.0,24.0,MIL,SG,3.0,0.0,58.0,18.0,38.0,0.474,5.0,13.0,0.385,13.0,25.0,0.52,0.539,9.0,9.0,1.0,0.0,6.0,6.0,5.0,0.0,0.0,5.0,1.0,50.0,0.0,,thomaca02
Jaden Hardy,WAS,"$6,000,000 ",281.0,23.0,2TM,SG,35.0,4.0,443.0,81.0,201.0,0.403,49.0,129.0,0.38,32.0,72.0,0.444,0.525,33.0,42.0,0.786,11.0,38.0,49.0,30.0,9.0,2.0,28.0,39.0,244.0,0.0,,hardyja02
Jaden Hardy,WAS,"$6,000,000 ",281.0,23.0,DAL,SG,34.0,4.0,428.0,78.0,194.0,0.402,46.0,124.0,0.371,32.0,70.0,0.457,0.521,31.0,40.0,0.775,11.0,36.0,47.0,29.0,9.0,2.0,27.0,39.0,233.0,0.0,,hardyja02
Jaden Hardy,WAS,"$6,000,000 ",281.0,23.0,WAS,SG,1.0,0.0,15.0,3.0,7.0,0.429,3.0,5.0,0.6,0.0,2.0,0.0,0.643,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,,hardyja02
Taylor Hendricks,MEM,"$6,127,080 ",308.0,22.0,2TM,PF,37.0,6.0,579.0,71.0,161.0,0.441,29.0,86.0,0.337,42.0,75.0,0.56,0.531,28.0,42.0,0.667,32.0,85.0,117.0,29.0,18.0,8.0,24.0,52.0,199.0,0.0,,hendrta01
Taylor Hendricks,MEM,"$6,127,080 ",308.0,22.0,UTA,PF,33.0,6.0,492.0,58.0,128.0,0.453,24.0,70.0,0.343,34.0,58.0,0.586,0.547,23.0,32.0,0.719,29.0,70.0,99.0,24.0,13.0,8.0,20.0,40.0,163.0,0.0,,hendrta01
Taylor Hendricks,MEM,"$6,127,080 ",308.0,22.0,MEM,PF,4.0,0.0,87.0,13.0,33.0,0.394,5.0,16.0,0.313,8.0,17.0,0.471,0.47,5.0,10.0,0.5,3.0,15.0,18.0,5.0,5.0,0.0,4.0,12.0,36.0,0.0,,hendrta01
John Konchar,UTA,"$6,165,000 ",382.0,29.0,2TM,SG,34.0,1.0,513.0,41.0,86.0,0.477,13.0,47.0,0.277,28.0,39.0,0.718,0.552,10.0,16.0,0.625,26.0,81.0,107.0,48.0,36.0,17.0,15.0,39.0,105.0,0.0,,konchjo01
John Konchar,UTA,"$6,165,000 ",382.0,29.0,MEM,SG,30.0,1.0,435.0,37.0,71.0,0.521,13.0,39.0,0.333,24.0,32.0,0.75,0.613,8.0,13.0,0.615,20.0,72.0,92.0,40.0,31.0,13.0,14.0,30.0,95.0,0.0,,konchjo01
John Konchar,UTA,"$6,165,000 ",382.0,29.0,UTA,SG,4.0,0.0,78.0,4.0,15.0,0.267,0.0,8.0,0.0,4.0,7.0,0.571,0.267,2.0,3.0,0.667,6.0,9.0,15.0,8.0,5.0,4.0,1.0,9.0,10.0,0.0,,konchjo01
Ochai Agbaji,BRK,"$6,383,525 ",327.0,25.0,2TM,SG,43.0,13.0,666.0,72.0,173.0,0.416,12.0,65.0,0.185,60.0,108.0,0.556,0.451,25.0,29.0,0.862,36.0,65.0,101.0,32.0,17.0,12.0,19.0,75.0,181.0,0.0,,agbajoc01
Ochai Agbaji,BRK,"$6,383,525 ",327.0,25.0,TOR,SG,42.0,13.0,650.0,72.0,170.0,0.424,12.0,65.0,0.185,60.0,105.0,0.571,0.459,25.0,29.0,0.862,33.0,62.0,95.0,30.0,17.0,11.0,19.0,75.0,181.0,0.0,,agbajoc01
Ochai Agbaji,BRK,"$6,383,525 ",327.0,25.0,BRK,SG,1.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,3.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,agbajoc01
Rob Dillingham,CHI,"$6,576,120 ",345.0,21.0,2TM,PG,38.0,0.0,400.0,60.0,170.0,0.353,13.0,39.0,0.333,47.0,131.0,0.359,0.391,21.0,27.0,0.778,8.0,44.0,52.0,70.0,25.0,3.0,43.0,43.0,154.0,0.0,,dilliro01
Rob Dillingham,CHI,"$6,576,120 ",345.0,21.0,MIN,PG,35.0,0.0,326.0,47.0,141.0,0.333,12.0,33.0,0.364,35.0,108.0,0.324,0.376,15.0,20.0,0.75,5.0,36.0,41.0,58.0,19.0,3.0,36.0,36.0,121.0,0.0,,dilliro01
Rob Dillingham,CHI,"$6,576,120 ",345.0,21.0,CHI,PG,3.0,0.0,74.0,13.0,29.0,0.448,1.0,6.0,0.167,12.0,23.0,0.522,0.466,6.0,7.0,0.857,3.0,8.0,11.0,12.0,6.0,0.0,7.0,7.0,33.0,0.0,,dilliro01
Ousmane Dieng,MIL,"$6,670,882 ",354.0,22.0,2TM,C,30.0,1.0,359.0,52.0,116.0,0.448,26.0,65.0,0.4,26.0,51.0,0.51,0.56,8.0,10.0,0.8,9.0,48.0,57.0,34.0,4.0,11.0,8.0,28.0,138.0,0.0,,diengou01
Ousmane Dieng,MIL,"$6,670,882 ",354.0,22.0,OKC,C,27.0,0.0,295.0,38.0,91.0,0.418,18.0,49.0,0.367,20.0,42.0,0.476,0.516,6.0,6.0,1.0,8.0,34.0,42.0,28.0,2.0,7.0,8.0,22.0,100.0,0.0,,diengou01
Ousmane Dieng,MIL,"$6,670,882 ",354.0,22.0,MIL,C,3.0,1.0,64.0,14.0,25.0,0.56,8.0,16.0,0.5,6.0,9.0,0.667,0.72,2.0,4.0,0.5,1.0,14.0,15.0,6.0,2.0,4.0,0.0,6.0,38.0,0.0,,diengou01
Jevon Carter,CHI,"$6,809,524 ",361.0,30.0,2TM,PG,24.0,0.0,258.0,41.0,106.0,0.387,32.0,80.0,0.4,9.0,26.0,0.346,0.538,10.0,10.0,1.0,5.0,22.0,27.0,19.0,13.0,2.0,11.0,19.0,124.0,0.0,,carteje01
Jevon Carter,CHI,"$6,809,524 ",361.0,30.0,CHI,PG,23.0,0.0,254.0,41.0,103.0,0.398,32.0,78.0,0.41,9.0,25.0,0.36,0.553,10.0,10.0,1.0,5.0,21.0,26.0,19.0,13.0,2.0,11.0,19.0,124.0,0.0,,carteje01
Jevon Carter,CHI,"$6,809,524 ",361.0,30.0,ORL,PG,1.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,carteje01
Tyus Jones,DAL,"$7,000,000 ",346.0,29.0,2TM,PG,51.0,9.0,805.0,58.0,169.0,0.343,31.0,110.0,0.282,27.0,59.0,0.458,0.435,6.0,6.0,1.0,9.0,46.0,55.0,129.0,35.0,3.0,16.0,28.0,153.0,0.0,,jonesty01
Tyus Jones,DAL,"$7,000,000 ",346.0,29.0,ORL,PG,48.0,8.0,754.0,54.0,158.0,0.342,30.0,102.0,0.294,24.0,56.0,0.429,0.437,6.0,6.0,1.0,9.0,44.0,53.0,116.0,33.0,3.0,14.0,25.0,144.0,0.0,,jonesty01
Tyus Jones,DAL,"$7,000,000 ",346.0,29.0,DAL,PG,3.0,1.0,51.0,4.0,11.0,0.364,1.0,8.0,0.125,3.0,3.0,1.0,0.409,0.0,0.0,,0.0,2.0,2.0,13.0,2.0,0.0,2.0,3.0,9.0,0.0,,jonesty01
Blake Wesley,POR,"$7,022,602 ",401.0,22.0,POR,SG,13.0,0.0,201.0,29.0,67.0,0.433,7.0,22.0,0.318,22.0,45.0,0.489,0.485,8.0,16.0,0.5,6.0,19.0,25.0,39.0,13.0,1.0,16.0,17.0,73.0,0.0,,weslebl01
Blake Wesley,WAS,"$7,022,602 ",401.0,22.0,POR,SG,13.0,0.0,201.0,29.0,67.0,0.433,7.0,22.0,0.318,22.0,45.0,0.489,0.485,8.0,16.0,0.5,6.0,19.0,25.0,39.0,13.0,1.0,16.0,17.0,73.0,0.0,,weslebl01
Ayo Dosunmu,MIN,"$7,518,518 ",82.0,26.0,2TM,SG,48.0,10.0,1271.0,268.0,518.0,0.517,92.0,206.0,0.447,176.0,312.0,0.564,0.606,93.0,108.0,0.861,33.0,106.0,139.0,172.0,39.0,13.0,63.0,86.0,721.0,0.0,,dosunay01
Ayo Dosunmu,MIN,"$7,518,518 ",82.0,26.0,CHI,SG,45.0,10.0,1187.0,250.0,486.0,0.514,87.0,193.0,0.451,163.0,293.0,0.556,0.604,90.0,105.0,0.857,33.0,103.0,136.0,164.0,34.0,12.0,61.0,78.0,677.0,0.0,,dosunay01
Ayo Dosunmu,MIN,"$7,518,518 ",82.0,26.0,MIN,SG,3.0,0.0,84.0,18.0,32.0,0.563,5.0,13.0,0.385,13.0,19.0,0.684,0.641,3.0,3.0,1.0,0.0,3.0,3.0,8.0,5.0,1.0,2.0,8.0,44.0,0.0,,dosunay01
Isaiah Jackson,LAC,"$7,600,000 ",277.0,24.0,2TM,C,39.0,14.0,643.0,98.0,167.0,0.587,0.0,1.0,0.0,98.0,166.0,0.59,0.587,52.0,77.0,0.675,86.0,126.0,212.0,31.0,26.0,29.0,43.0,108.0,248.0,0.0,,jacksis01
Isaiah Jackson,LAC,"$7,600,000 ",277.0,24.0,IND,C,38.0,14.0,638.0,96.0,165.0,0.582,0.0,1.0,0.0,96.0,164.0,0.585,0.582,51.0,74.0,0.689,86.0,125.0,211.0,31.0,26.0,29.0,43.0,108.0,243.0,0.0,,jacksis01
Isaiah Jackson,LAC,"$7,600,000 ",277.0,24.0,LAC,C,1.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,3.0,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,jacksis01
